city,lat,lng,country
"Sunland Park, New Mexico",31.8201,-106.5958,United States
"Ferndale, Maryland",39.1869,-76.6331,United States
"Pendleton, Oregon",45.6757,-118.8201,United States
"New Port Richey, Florida",28.2468,-82.717,United States
"Norwalk, Ohio",41.2443,-82.6088,United States
"Fairview Park, Ohio",41.4419,-81.853,United States
"Safety Harbor, Florida",28.008,-82.6964,United States
"Aberdeen, Washington",46.9757,-123.8094,United States
"Oswego, New York",43.4516,-76.5005,United States
"Huntington, Indiana",40.881,-85.5063,United States
"Bristol, Virginia",36.6181,-82.1604,United States
"Groves, Texas",29.9457,-93.9164,United States
"Abington, Massachusetts",42.118,-70.959,United States
"Hollins, Virginia",37.3434,-79.9534,United States
"Flowing Wells, Arizona",32.2937,-111.011,United States
"Massapequa Park, New York",40.6817,-73.4496,United States
"Springfield, New Jersey",40.6994,-74.3254,United States
"Laconia, New Hampshire",43.5725,-71.4775,United States
"Beckley, West Virginia",37.7877,-81.1841,United States
"Rio Linda, California",38.6875,-121.4417,United States
"Weehawken, New Jersey",40.7677,-74.0168,United States
"Washougal, Washington",45.5825,-122.3451,United States
"Truckee, California",39.3455,-120.1848,United States
"Ashwaubenon, Wisconsin",44.4796,-88.0889,United States
"Millbrook, Alabama",32.5027,-86.3737,United States
"Manassas Park, Virginia",38.7709,-77.4429,United States
"Middletown, Rhode Island",41.5175,-71.2769,United States
"Manor, Texas",30.3562,-97.5227,United States
"Geddes, New York",43.0762,-76.2252,United States
"New Milford, New Jersey",40.9337,-74.0196,United States
"Long Beach, Mississippi",30.3608,-89.1651,United States
"Milledgeville, Georgia",33.0874,-83.2414,United States
"Live Oak, California",36.986,-121.9804,United States
"Wyckoff, New Jersey",40.9989,-74.1676,United States
"Damascus, Maryland",39.2701,-77.1957,United States
"El Segundo, California",33.917,-118.4018,United States
"Auburn, Massachusetts",42.1972,-71.8453,United States
"Upper Chichester, Pennsylvania",39.8414,-75.4421,United States
"Aberdeen, Maryland",39.5151,-76.1733,United States
"Defiance, Ohio",41.2813,-84.3657,United States
"Hannibal, Missouri",39.7098,-91.3939,United States
"Belle Glade, Florida",26.6916,-80.6656,United States
"Mount Dora, Florida",28.8142,-81.6344,United States
"Bedford, New York",41.225,-73.6673,United States
"Mount Vernon, Ohio",40.3854,-82.4737,United States
"Marion, Illinois",37.7345,-88.942,United States
"Moraga, California",37.8439,-122.1225,United States
"Vero Beach, Florida",27.6463,-80.393,United States
"Donna, Texas",26.1468,-98.0559,United States
"Taylor, Texas",30.5729,-97.4268,United States
"Estelle, Louisiana",29.8447,-90.1021,United States
"Schofield Barracks, Hawaii",21.4936,-158.0617,United States
"Wildwood, Florida",28.7752,-82.0075,United States
"Pampa, Texas",35.5479,-100.9651,United States
"Fullerton, Pennsylvania",40.6309,-75.4834,United States
"Cloverly, Maryland",39.1064,-76.9995,United States
"Lake Mary, Florida",28.7592,-81.336,United States
"Bridgeview, Illinois",41.7403,-87.8067,United States
"Waterville, Maine",44.5441,-69.6624,United States
"Centerville, Utah",40.9284,-111.8848,United States
"Aston, Pennsylvania",39.8719,-75.4349,United States
"Bull Run, Virginia",38.7802,-77.5204,United States
"Chestnuthill, Pennsylvania",40.9568,-75.4183,United States
"Vincennes, Indiana",38.6759,-87.5102,United States
"Eloy, Arizona",32.747,-111.5992,United States
"Muscle Shoals, Alabama",34.7432,-87.6343,United States
"Fillmore, California",34.3989,-118.9174,United States
"Youngsville, Louisiana",30.0963,-91.9968,United States
"Red Wing, Minnesota",44.5817,-92.6036,United States
"Berea, South Carolina",34.8802,-82.465,United States
"Chaparral, New Mexico",32.0442,-106.406,United States
"Harborcreek, Pennsylvania",42.1498,-79.9501,United States
"Myrtle Grove, Florida",30.4158,-87.3027,United States
"Glen Allen, Virginia",37.666,-77.4838,United States
"Beaver Dam, Wisconsin",43.4688,-88.8309,United States
"East Greenbush, New York",42.6122,-73.6969,United States
"Thompson, New York",41.6474,-74.6745,United States
"Fairburn, Georgia",33.5496,-84.5914,United States
"Farmingville, New York",40.839,-73.0404,United States
"Clearlake, California",38.9589,-122.633,United States
"Hilltown, Pennsylvania",40.3415,-75.2534,United States
"La Vista, Nebraska",41.1816,-96.0664,United States
"Warsaw, Indiana",41.2448,-85.8465,United States
"Palmetto Estates, Florida",25.6211,-80.3616,United States
"Ham Lake, Minnesota",45.2545,-93.2039,United States
"Menomonie, Wisconsin",44.8893,-91.9084,United States
"Bostonia, California",32.8189,-116.948,United States
"Hueytown, Alabama",33.4239,-87.022,United States
"Ada, Oklahoma",34.7662,-96.6681,United States
"Glenmont, Maryland",39.0698,-77.0467,United States
"Albemarle, North Carolina",35.3594,-80.1915,United States
"Westchester, Illinois",41.8492,-87.8906,United States
"Fort Hunt, Virginia",38.7361,-77.0589,United States
"Grovetown, Georgia",33.4503,-82.2073,United States
"Tahlequah, Oklahoma",35.9112,-94.977,United States
"Hot Springs Village, Arkansas",34.6566,-92.9643,United States
"Radford, Virginia",37.1229,-80.5587,United States
"Morton, Illinois",40.6135,-89.4669,United States
"Middletown, Pennsylvania",39.9094,-75.4311,United States
"Stallings, North Carolina",35.1088,-80.6598,United States
"Payson, Arizona",34.2433,-111.3195,United States
"Kerman, California",36.7248,-120.0625,United States
"Moreau, New York",43.2469,-73.6659,United States
"Humble, Texas",29.9921,-95.2655,United States
"Hanover, Pennsylvania",39.8118,-76.9836,United States
"Red Hill, South Carolina",33.7777,-79.0111,United States
"Havelock, North Carolina",34.9078,-76.8987,United States
"Madison, New Jersey",40.7586,-74.4169,United States
"White Oak, Maryland",39.0451,-76.9885,United States
"Mercedes, Texas",26.1533,-97.9128,United States
"Lemay, Missouri",38.5325,-90.2845,United States
"Three Lakes, Florida",25.6415,-80.4,United States
"Jasper, Indiana",38.3933,-86.9402,United States
"Country Club Hills, Illinois",41.5636,-87.7251,United States
"Ukiah, California",39.1464,-123.2105,United States
"Franklin, New Jersey",39.5954,-75.019,United States
"Crawfordsville, Indiana",40.0428,-86.8976,United States
"South Middleton, Pennsylvania",40.1324,-77.1642,United States
"Dyer, Indiana",41.4977,-87.509,United States
"Port Orchard, Washington",47.5163,-122.661,United States
"Brownsville, Florida",25.8216,-80.2417,United States
"Buffalo, Minnesota",45.1794,-93.8644,United States
"Mastic Beach, New York",40.7664,-72.8369,United States
"Westport, Massachusetts",41.5886,-71.0837,United States
"Vienna, Virginia",38.8996,-77.2597,United States
"North Arlington, New Jersey",40.7874,-74.1273,United States
"East Longmeadow, Massachusetts",42.0597,-72.499,United States
"Hampton, New Hampshire",42.9391,-70.837,United States
"Lake Wales, Florida",27.9195,-81.5961,United States
"Northbridge, Massachusetts",42.13,-71.6547,United States
"River Falls, Wisconsin",44.8609,-92.6247,United States
"Chickasha, Oklahoma",35.0409,-97.9474,United States
"Stone Ridge, Virginia",38.9294,-77.5557,United States
"Lady Lake, Florida",28.9241,-81.9299,United States
"Mattoon, Illinois",39.4774,-88.3623,United States
"Sunnyside, Washington",46.3157,-120.0058,United States
"Saraland, Alabama",30.8479,-88.1004,United States
"Pearl River, New York",41.0615,-74.0047,United States
"Ocean Pointe, Hawaii",21.3145,-158.0289,United States
"Mountain Home, Idaho",43.1324,-115.697,United States
"Ladson, South Carolina",33.0093,-80.1078,United States
"Tiverton, Rhode Island",41.609,-71.1741,United States
"Milford, New Hampshire",42.8178,-71.6736,United States
"Fairview Heights, Illinois",38.5974,-90.0053,United States
"Bellevue, Wisconsin",44.4592,-87.955,United States
"Kings Park, New York",40.8881,-73.2475,United States
"Forks, Pennsylvania",40.7358,-75.2211,United States
"Dickson, Tennessee",36.0637,-87.3665,United States
"Hewitt, Texas",31.452,-97.196,United States
"Poplar Bluff, Missouri",36.7632,-90.4135,United States
"Burrillville, Rhode Island",41.9706,-71.6984,United States
"Welby, Colorado",39.8403,-104.9655,United States
"Sikeston, Missouri",36.8854,-89.5877,United States
"Griffith, Indiana",41.5277,-87.4239,United States
"La Grange, New York",41.6787,-73.8029,United States
"Readington, New Jersey",40.5822,-74.7796,United States
"Westwood, Massachusetts",42.2202,-71.2106,United States
"West Norriton, Pennsylvania",40.1308,-75.3794,United States
"Sulphur Springs, Texas",33.1421,-95.6122,United States
"Grosse Pointe Woods, Michigan",42.4366,-82.8987,United States
"Four Corners, Oregon",44.929,-122.9732,United States
"Parma, New York",43.2651,-77.7968,United States
"Lithia Springs, Georgia",33.7811,-84.6487,United States
"Grandville, Michigan",42.9004,-85.7564,United States
"Hermitage, Pennsylvania",41.2305,-80.4413,United States
"Center Point, Alabama",33.6447,-86.6852,United States
"Fort Drum, New York",44.045,-75.7845,United States
"Douglas, Arizona",31.3602,-109.5394,United States
"Ripon, California",37.7417,-121.131,United States
"Azalea Park, Florida",28.5473,-81.2956,United States
"Duxbury, Massachusetts",42.0465,-70.7139,United States
"Gardendale, Alabama",33.6677,-86.8069,United States
"Easthampton, Massachusetts",42.2651,-72.672,United States
"Hibbing, Minnesota",47.398,-92.9486,United States
"North Fayette, Pennsylvania",40.4204,-80.2245,United States
"Exeter, New Hampshire",42.9901,-70.9646,United States
"Opa-locka, Florida",25.8997,-80.2551,United States
"Glasgow, Delaware",39.6015,-75.7473,United States
"Hugo, Minnesota",45.1671,-92.9588,United States
"Dyersburg, Tennessee",36.0465,-89.3777,United States
"East Highland Park, Virginia",37.577,-77.3865,United States
"Mount Pleasant, Texas",33.1586,-94.9727,United States
"Gatesville, Texas",31.4445,-97.7317,United States
"Southern Pines, North Carolina",35.1927,-79.4039,United States
"Middle Smithfield, Pennsylvania",41.0918,-75.1031,United States
"Artesia, California",33.8676,-118.0805,United States
"Niceville, Florida",30.529,-86.4748,United States
"North Strabane, Pennsylvania",40.2279,-80.1488,United States
"St. Simons, Georgia",31.1775,-81.3857,United States
"Floral Park, New York",40.7227,-73.7029,United States
"Lynden, Washington",48.9502,-122.4545,United States
"Dublin, Georgia",32.536,-82.928,United States
"Hayden, Idaho",47.768,-116.804,United States
"Wolf Trap, Virginia",38.9395,-77.2842,United States
"South Houston, Texas",29.6611,-95.2285,United States
"South River, New Jersey",40.4455,-74.3783,United States
"Highland Village, Texas",33.0897,-97.0615,United States
"Pewaukee, Wisconsin",43.0701,-88.2412,United States
"Troutdale, Oregon",45.5372,-122.3955,United States
"Lower Salford, Pennsylvania",40.2639,-75.3929,United States
"La Grange, Illinois",41.8072,-87.8741,United States
"Marco Island, Florida",25.933,-81.6993,United States
"Bay Village, Ohio",41.4851,-81.9317,United States
"Seven Oaks, South Carolina",34.0475,-81.1435,United States
"The Dalles, Oregon",45.6053,-121.1818,United States
"Grain Valley, Missouri",39.0171,-94.2084,United States
"Warren, New Jersey",40.6323,-74.5146,United States
"Longwood, Florida",28.7014,-81.3487,United States
"Washington, Illinois",40.705,-89.434,United States
"Warrington, Florida",30.3835,-87.2946,United States
"Windham, New Hampshire",42.8076,-71.2995,United States
"Indianola, Iowa",41.3629,-93.5652,United States
"Seymour, Tennessee",35.8783,-83.7669,United States
"Americus, Georgia",32.0736,-84.2248,United States
"Red Oak, Texas",32.5212,-96.7866,United States
"Victor, New York",42.9894,-77.4277,United States
"Chubbuck, Idaho",42.9263,-112.4623,United States
"Rendon, Texas",32.5789,-97.2349,United States
"Frederick, Colorado",40.1088,-104.9701,United States
"Seaford, New York",40.6678,-73.4922,United States
"Antrim, Pennsylvania",39.7862,-77.7221,United States
"Parkway, California",38.4993,-121.452,United States
"Fairhaven, Massachusetts",41.6394,-70.8732,United States
"Live Oak, Texas",29.5545,-98.3404,United States
"Dayton, Nevada",39.2592,-119.5653,United States
"Palmer Ranch, Florida",27.2286,-82.4672,United States
"Coos Bay, Oregon",43.3789,-124.233,United States
"Elkton, Maryland",39.6066,-75.8209,United States
"Fremont, Ohio",41.3535,-83.1147,United States
"Lewiston, New York",43.1793,-78.971,United States
"Clarksburg, West Virginia",39.2862,-80.3232,United States
"Fruitville, Florida",27.3328,-82.4616,United States
"Middleburg Heights, Ohio",41.3696,-81.815,United States
"Grimes, Iowa",41.6779,-93.7947,United States
"Brooklyn Park, Maryland",39.217,-76.6174,United States
"Thibodaux, Louisiana",29.7949,-90.8146,United States
"Westbury, New York",40.7599,-73.5891,United States
"Gulf Shores, Alabama",30.2764,-87.7017,United States
"Weston, Wisconsin",44.8906,-89.5487,United States
"Jamestown, North Dakota",46.9063,-98.6937,United States
"Newberry, Pennsylvania",40.1286,-76.7919,United States
"Overland, Missouri",38.6966,-90.3689,United States
"Hartford, Wisconsin",43.3223,-88.3784,United States
"Wailuku, Hawaii",20.8834,-156.5059,United States
"Rutland, Vermont",43.6092,-72.9783,United States
"Chelsea, Alabama",33.3262,-86.63,United States
"Longmeadow, Massachusetts",42.0475,-72.5718,United States
"Vail, Arizona",32.0217,-110.6937,United States
"Patton, Pennsylvania",40.8258,-77.9237,United States
"Fort Mohave, Arizona",35.0004,-114.5748,United States
"Whitewater, Wisconsin",42.8372,-88.7341,United States
"North Whitehall, Pennsylvania",40.6797,-75.5788,United States
"Newton, Iowa",41.6963,-93.0403,United States
"Northborough, Massachusetts",42.3231,-71.6462,United States
"Prospect Heights, Illinois",42.1039,-87.9267,United States
"Springdale, New Jersey",39.8769,-74.9724,United States
"Hillcrest Heights, Maryland",38.8373,-76.9641,United States
"Opelousas, Louisiana",30.5252,-92.0816,United States
"Bellmore, New York",40.6569,-73.5285,United States
"Palmview, Texas",26.2318,-98.3823,United States
"Scottsboro, Alabama",34.6438,-86.0491,United States
"Mitchell, South Dakota",43.7294,-98.0337,United States
"Summerfield, Maryland",38.9042,-76.8678,United States
"North Reading, Massachusetts",42.5816,-71.0876,United States
"Cumru, Pennsylvania",40.2811,-75.9544,United States
"Mays Chapel, Maryland",39.4343,-76.6516,United States
"Sayville, New York",40.7478,-73.084,United States
"Hartselle, Alabama",34.4391,-86.9396,United States
"Pequannock, New Jersey",40.9627,-74.3041,United States
"Seekonk, Massachusetts",41.8379,-71.3174,United States
"Mount Clemens, Michigan",42.5977,-82.8821,United States
"West Lealman, Florida",27.8192,-82.7384,United States
"Berea, Kentucky",37.5904,-84.2898,United States
"Shively, Kentucky",38.197,-85.8136,United States
"Frankfort, Indiana",40.281,-86.5212,United States
"Jackson, Missouri",37.3792,-89.6522,United States
"Tanque Verde, Arizona",32.2687,-110.7437,United States
"Greeneville, Tennessee",36.168,-82.8197,United States
"Yulee, Florida",30.635,-81.5678,United States
"Lake Stickney, Washington",47.8733,-122.2582,United States
"Carthage, Missouri",37.1503,-94.3225,United States
"Andover, Kansas",37.6873,-97.1352,United States
"Yankton, South Dakota",42.8901,-97.3927,United States
"Batavia, New York",42.9987,-78.1802,United States
"Traverse City, Michigan",44.7546,-85.6038,United States
"Bemidji, Minnesota",47.4828,-94.8797,United States
"Buda, Texas",30.0758,-97.8487,United States
"Greenwood Village, Colorado",39.6153,-104.9131,United States
"Alpine, California",32.8439,-116.7585,United States
"Homosassa Springs, Florida",28.8119,-82.5392,United States
"Robinson, Pennsylvania",40.4578,-80.1334,United States
"Ferndale, Washington",48.8526,-122.5894,United States
"Walnut Park, California",33.9682,-118.222,United States
"Aldine, Texas",29.9123,-95.3784,United States
"Robbinsville, New Jersey",40.222,-74.591,United States
"Clinton, Massachusetts",42.4119,-71.6888,United States
"Eggertsville, New York",42.9665,-78.8065,United States
"Clark, New Jersey",40.6203,-74.3134,United States
"Weigelstown, Pennsylvania",39.9852,-76.8306,United States
"Haddon, New Jersey",39.9063,-75.0625,United States
"Canyon, Texas",34.9911,-101.919,United States
"Dentsville, South Carolina",34.0754,-80.9547,United States
"Santaquin, Utah",39.9708,-111.7941,United States
"Ewa Beach, Hawaii",21.3181,-158.0073,United States
"Princeton Meadows, New Jersey",40.3347,-74.5651,United States
"La Palma, California",33.8504,-118.0407,United States
"Minneola, Florida",28.6067,-81.7322,United States
"Belchertown, Massachusetts",42.2788,-72.4004,United States
"Coto de Caza, California",33.5959,-117.586,United States
"Eden, North Carolina",36.5027,-79.7412,United States
"Uvalde, Texas",29.2152,-99.7782,United States
"New Haven, Indiana",41.0676,-85.0174,United States
"Monroe, Georgia",33.799,-83.7161,United States
"Bradley, Illinois",41.1641,-87.8452,United States
"Mantua, New Jersey",39.7618,-75.1686,United States
"Fort Leonard Wood, Missouri",37.7562,-92.1274,United States
"Bennington, Vermont",42.8854,-73.2133,United States
"Coolidge, Arizona",32.9363,-111.5254,United States
"White, Pennsylvania",40.621,-79.1513,United States
"Franklin Park, Pennsylvania",40.5903,-80.0999,United States
"Raynham, Massachusetts",41.9312,-71.0437,United States
"Brookside, Delaware",39.6665,-75.7152,United States
"Rio Grande City, Texas",26.3808,-98.8215,United States
"Hendersonville, North Carolina",35.3247,-82.4575,United States
"Tenafly, New Jersey",40.9176,-73.9532,United States
"Phillipsburg, New Jersey",40.6894,-75.1821,United States
"Discovery Bay, California",37.9063,-121.599,United States
"Asbury Park, New Jersey",40.2226,-74.0119,United States
"Evans, New York",42.6528,-79.0063,United States
"Mashpee, Massachusetts",41.6178,-70.4908,United States
"Northview, Michigan",43.0427,-85.6016,United States
"Whitman, Massachusetts",42.08,-70.9399,United States
"Swampscott, Massachusetts",42.4757,-70.9068,United States
"Harper Woods, Michigan",42.439,-82.9293,United States
"Upper Southampton, Pennsylvania",40.1723,-75.0363,United States
"Lake Wylie, South Carolina",35.0997,-81.0678,United States
"Norridge, Illinois",41.9637,-87.8231,United States
"Dixon, Illinois",41.8439,-89.4794,United States
"Lebanon, Missouri",37.6717,-92.6603,United States
"Front Royal, Virginia",38.926,-78.1838,United States
"Vincent, California",34.0983,-117.9238,United States
"Glasgow, Kentucky",37.0048,-85.9263,United States
"Belmont, North Carolina",35.2212,-81.0401,United States
"Johnson City, New York",42.123,-75.9624,United States
"Mineral Wells, Texas",32.8169,-98.0776,United States
"Newtown, Pennsylvania",39.992,-75.4106,United States
"Vandalia, Ohio",39.8791,-84.193,United States
"Kenmore, New York",42.9646,-78.8713,United States
"Highland Springs, Virginia",37.5516,-77.3285,United States
"Rossville, Maryland",39.3572,-76.4767,United States
"Berkley, Michigan",42.4986,-83.1853,United States
"Beech Grove, Indiana",39.7157,-86.0871,United States
"Laurinburg, North Carolina",34.7602,-79.4773,United States
"West Park, Florida",25.984,-80.1923,United States
"Depew, New York",42.9118,-78.7043,United States
"Washington, Pennsylvania",39.7494,-77.5579,United States
"Gantt, South Carolina",34.7837,-82.4027,United States
"Adams, Pennsylvania",40.7092,-80.0118,United States
"Durham, New Hampshire",43.1174,-70.9194,United States
"New Paltz, New York",41.7577,-74.0883,United States
"Los Osos, California",35.3065,-120.8242,United States
"Port Royal, South Carolina",32.3557,-80.7029,United States
"Tonawanda, New York",43.0105,-78.8805,United States
"Talladega, Alabama",33.4333,-86.0986,United States
"Mastic, New York",40.8096,-72.8479,United States
"Monroe, Ohio",39.4461,-84.3667,United States
"Roanoke Rapids, North Carolina",36.4452,-77.649,United States
"White Center, Washington",47.5086,-122.3479,United States
"Camp Pendleton South, California",33.2329,-117.393,United States
"Gloversville, New York",43.0491,-74.3465,United States
"Macomb, Illinois",40.4709,-90.6807,United States
"Hudson, Wisconsin",44.9639,-92.7312,United States
"Pacific Grove, California",36.6188,-121.9259,United States
"Susanville, California",40.4206,-120.6132,United States
"Arlington, Tennessee",35.2594,-89.668,United States
"Greenlawn, New York",40.8632,-73.3646,United States
"Pine, Pennsylvania",40.6437,-80.0315,United States
"Metuchen, New Jersey",40.5424,-74.3628,United States
"Highland Park, New Jersey",40.5006,-74.4283,United States
"Spring Creek, Nevada",40.745,-115.5983,United States
"Holliston, Massachusetts",42.1977,-71.445,United States
"South Farmingdale, New York",40.7175,-73.4473,United States
"Hooksett, New Hampshire",43.0709,-71.4365,United States
"Branchburg, New Jersey",40.5629,-74.714,United States
"Washington, Missouri",38.5515,-91.0154,United States
"Hazel Park, Michigan",42.4619,-83.0977,United States
"Lemon Hill, California",38.5172,-121.4573,United States
"Lilburn, Georgia",33.8897,-84.1364,United States
"Lake Arbor, Maryland",38.9105,-76.8304,United States
"Waunakee, Wisconsin",43.1829,-89.4447,United States
"Henderson, North Carolina",36.3256,-78.4151,United States
"Fairview, New Jersey",40.8182,-74.0022,United States
"Potsdam, New York",44.6774,-75.0396,United States
"West University Place, Texas",29.7157,-95.4321,United States
"Glenn Dale, Maryland",38.9833,-76.804,United States
"Boulder City, Nevada",35.8407,-114.9257,United States
"Fort Payne, Alabama",34.4559,-85.6965,United States
"Loganville, Georgia",33.8353,-83.8958,United States
"Hereford, Texas",34.8225,-102.4001,United States
"Oldsmar, Florida",28.0506,-82.6698,United States
"Forest City, Florida",28.6619,-81.4444,United States
"Riverdale, Georgia",33.5639,-84.4103,United States
"Havre de Grace, Maryland",39.548,-76.1146,United States
"Williamstown, New Jersey",39.6874,-74.9786,United States
"Great Falls, Virginia",39.011,-77.3013,United States
"Davidson, North Carolina",35.484,-80.8247,United States
"Cherry Hill Mall, New Jersey",39.9384,-75.0117,United States
"California City, California",35.1578,-117.8721,United States
"Warwick, Pennsylvania",40.2503,-75.0818,United States
"Dennis, Massachusetts",41.7064,-70.1644,United States
"Hanover, Massachusetts",42.1224,-70.8566,United States
"Stony Point, New York",41.2593,-74.0112,United States
"Bensville, Maryland",38.6176,-77.0077,United States
"Greensburg, Pennsylvania",40.3113,-79.5445,United States
"Morris, Illinois",41.3749,-88.4304,United States
"Lebanon, New Hampshire",43.6353,-72.2531,United States
"Worthington, Ohio",40.095,-83.0209,United States
"Lockhart, Florida",28.627,-81.4354,United States
"Antioch, Illinois",42.4742,-88.0721,United States
"Whitefish Bay, Wisconsin",43.1131,-87.9003,United States
"Hammonton, New Jersey",39.6572,-74.7678,United States
"Chatham, Illinois",39.6733,-89.6934,United States
"Cecil, Pennsylvania",40.3147,-80.1942,United States
"Deming, New Mexico",32.2631,-107.7525,United States
"Guilford, Pennsylvania",39.8811,-77.6012,United States
"Sullivan, New York",43.0923,-75.8794,United States
"Ramsey, New Jersey",41.0595,-74.1454,United States
"Hickory Hills, Illinois",41.7248,-87.828,United States
"Lockhart, Texas",29.8785,-97.6831,United States
"Cedar Lake, Indiana",41.3696,-87.4389,United States
"Alexander City, Alabama",32.9229,-85.9358,United States
"Broadlands, Virginia",39.0168,-77.5167,United States
"Sterling, Illinois",41.7996,-89.6956,United States
"Lakeland North, Washington",47.3374,-122.2812,United States
"Thonotosassa, Florida",28.0464,-82.291,United States
"Owosso, Michigan",42.9955,-84.176,United States
"Black Forest, Colorado",39.0608,-104.6752,United States
"Gladeview, Florida",25.8395,-80.2368,United States
"Greendale, Wisconsin",42.9371,-88.0018,United States
"Chippewa Falls, Wisconsin",44.9358,-91.3902,United States
"Beacon, New York",41.5036,-73.9655,United States
"Hutchinson, Minnesota",44.8855,-94.3768,United States
"Hanover, New Jersey",40.8197,-74.4287,United States
"Naranja, Florida",25.5164,-80.4222,United States
"Monticello, Minnesota",45.2991,-93.7996,United States
"Fraser, Michigan",42.5388,-82.9496,United States
"Swansea, Illinois",38.5507,-89.9858,United States
"Great Bend, Kansas",38.3593,-98.8015,United States
"Falls Church, Virginia",38.8847,-77.1751,United States
"Red Bluff, California",40.1735,-122.2413,United States
"Alexandria, Minnesota",45.8776,-95.3767,United States
"Cherryland, California",37.6792,-122.1038,United States
"Clarkston, Georgia",33.8117,-84.2403,United States
"Key Biscayne, Florida",25.6908,-80.1653,United States
"Caln, Pennsylvania",40.0014,-75.7619,United States
"Wilbraham, Massachusetts",42.127,-72.4308,United States
"Reidsville, North Carolina",36.3376,-79.6725,United States
"Nolensville, Tennessee",35.9572,-86.6719,United States
"Parlier, California",36.6087,-119.5434,United States
"Moultrie, Georgia",31.1591,-83.7708,United States
"Edgewater, New Jersey",40.8237,-73.974,United States
"Narragansett, Rhode Island",41.4291,-71.4668,United States
"Moorestown-Lenola, New Jersey",39.9659,-74.9643,United States
"Salem Lakes, Wisconsin",42.5366,-88.1306,United States
"West Bradford, Pennsylvania",39.9633,-75.716,United States
"Middlesex, New Jersey",40.5744,-74.5011,United States
"Verona, Wisconsin",42.9892,-89.5383,United States
"Mount Vernon, Illinois",38.314,-88.9174,United States
"Bothell East, Washington",47.8064,-122.1844,United States
"Jasper, Alabama",33.8508,-87.271,United States
"Brainerd, Minnesota",46.3553,-94.1983,United States
"Hopatcong, New Jersey",40.9541,-74.6593,United States
"Oneonta, New York",42.4551,-75.0666,United States
"Goshen, New York",41.3817,-74.3498,United States
"East Whiteland, Pennsylvania",40.0474,-75.5547,United States
"Wilmington Island, Georgia",32.0033,-80.9752,United States
"Salida, California",37.7083,-121.0842,United States
"Corinth, Mississippi",34.9474,-88.5143,United States
"Livingston, California",37.3875,-120.7248,United States
"Skippack, Pennsylvania",40.2165,-75.419,United States
"Nether Providence, Pennsylvania",39.8971,-75.3697,United States
"Alamo, California",37.8548,-122.0136,United States
"Verona, New Jersey",40.8323,-74.2431,United States
"Dallas, Georgia",33.9152,-84.8416,United States
"Kemp Mill, Maryland",39.0412,-77.0215,United States
"Clarksdale, Mississippi",34.1933,-90.5693,United States
"Belvedere Park, Georgia",33.7489,-84.2599,United States
"East Bridgewater, Massachusetts",42.0352,-70.9424,United States
"New Cassel, New York",40.7602,-73.5649,United States
"Farmington, New York",42.9895,-77.3087,United States
"East Greenwich, Rhode Island",41.6362,-71.5058,United States
"Scottsbluff, Nebraska",41.8684,-103.6616,United States
"Washington Court House, Ohio",39.5381,-83.4281,United States
"Short Hills, New Jersey",40.7389,-74.3278,United States
"Somerton, Arizona",32.6007,-114.6994,United States
"Lindenhurst, Illinois",42.4175,-88.0257,United States
"Elizabethton, Tennessee",36.3367,-82.237,United States
"Moncks Corner, South Carolina",33.173,-80.0107,United States
"Dumas, Texas",35.8613,-101.9642,United States
"North New Hyde Park, New York",40.746,-73.6876,United States
"Bainbridge, Georgia",30.9052,-84.5732,United States
"Shepherdsville, Kentucky",37.9813,-85.7007,United States
"Saddle Brook, New Jersey",40.9033,-74.0955,United States
"Ozark, Alabama",31.4508,-85.6473,United States
"Huron, South Dakota",44.3623,-98.2094,United States
"Fallsburg, New York",41.7391,-74.6038,United States
"Jacksonville, Alabama",33.8088,-85.7545,United States
"Bedford, Massachusetts",42.4969,-71.2783,United States
"Covington, Georgia",33.6049,-83.8463,United States
"Hershey, Pennsylvania",40.2806,-76.6458,United States
"Pelham, New Hampshire",42.7335,-71.324,United States
"Latham, New York",42.7427,-73.7497,United States
"Chesterton, Indiana",41.5997,-87.055,United States
"Uxbridge, Massachusetts",42.0593,-71.638,United States
"Robbinsdale, Minnesota",45.0261,-93.3332,United States
"Bradley Gardens, New Jersey",40.5711,-74.6678,United States
"Hobe Sound, Florida",27.0729,-80.1425,United States
"Nantucket, Massachusetts",41.2831,-70.0692,United States
"Iona, Florida",26.516,-81.9601,United States
"New Kingman-Butler, Arizona",35.2645,-114.0091,United States
"East Milton, Florida",30.6175,-86.9636,United States
"Pineville, Louisiana",31.3414,-92.4096,United States
"Little Falls, New Jersey",40.8762,-74.2181,United States
"Hidalgo, Texas",26.109,-98.2464,United States
"Athens, Tennessee",35.4573,-84.6045,United States
"Jefferson, Georgia",34.1373,-83.6021,United States
"Van Buren, New York",43.1211,-76.3591,United States
"West Freehold, New Jersey",40.2324,-74.2943,United States
"Warrenville, Illinois",41.8209,-88.1857,United States
"Powell, Ohio",40.1689,-83.0829,United States
"East Rancho Dominguez, California",33.8949,-118.1956,United States
"Sierra Vista Southeast, Arizona",31.4525,-110.216,United States
"North Mankato, Minnesota",44.181,-94.0391,United States
"Natchez, Mississippi",31.5437,-91.3867,United States
"Piney Green, North Carolina",34.7498,-77.3208,United States
"Jefferson Valley-Yorktown, New York",41.318,-73.8008,United States
"Jacksonville, Texas",31.9642,-95.2617,United States
"Willowick, Ohio",41.6342,-81.4678,United States
